GSE,SRR,URL_R1,URL_R2,Species,Tissue,Chromium_version,Compressed,Read_length
GSE130636,SRR9004412,ftp.sra.ebi.ac.uk/vol1/fastq/SRR900/002/SRR9004412/SRR9004412_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR900/002/SRR9004412/SRR9004412_2.fastq.gz,Human,Retina,v3,0,150
GSE130636,SRR9004413,ftp.sra.ebi.ac.uk/vol1/fastq/SRR900/003/SRR9004413/SRR9004413_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR900/003/SRR9004413/SRR9004413_2.fastq.gz,Human,Retina,v3,0,150
GSE130636,SRR9004414,ftp.sra.ebi.ac.uk/vol1/fastq/SRR900/004/SRR9004414/SRR9004414_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR900/004/SRR9004414/SRR9004414_2.fastq.gz,Human,Retina,v3,0,150
GSE130636,SRR9004415,ftp.sra.ebi.ac.uk/vol1/fastq/SRR900/005/SRR9004415/SRR9004415_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR900/005/SRR9004415/SRR9004415_2.fastq.gz,Human,Retina,v3,0,150
GSE130636,SRR9004416,ftp.sra.ebi.ac.uk/vol1/fastq/SRR900/006/SRR9004416/SRR9004416_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR900/006/SRR9004416/SRR9004416_2.fastq.gz,Human,Retina,v3,0,150
GSE130636,SRR9004417,ftp.sra.ebi.ac.uk/vol1/fastq/SRR900/007/SRR9004417/SRR9004417_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR900/007/SRR9004417/SRR9004417_2.fastq.gz,Human,Retina,v3,0,150
GSE130636,SRR9004418,ftp.sra.ebi.ac.uk/vol1/fastq/SRR900/008/SRR9004418/SRR9004418_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR900/008/SRR9004418/SRR9004418_2.fastq.gz,Human,Retina,v3,0,150
GSE130636,SRR9004419,ftp.sra.ebi.ac.uk/vol1/fastq/SRR900/009/SRR9004419/SRR9004419_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR900/009/SRR9004419/SRR9004419_2.fastq.gz,Human,Retina,v3,0,150
GSE130636,SRR9004420,ftp.sra.ebi.ac.uk/vol1/fastq/SRR900/000/SRR9004420/SRR9004420_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR900/000/SRR9004420/SRR9004420_2.fastq.gz,Human,Retina,v3,0,150
GSE134520,SRR9713114,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/004/SRR9713114/SRR9713114_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/004/SRR9713114/SRR9713114_2.fastq.gz,Human,Stomach,v2,0,150
GSE134520,SRR9713115,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/005/SRR9713115/SRR9713115_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/005/SRR9713115/SRR9713115_2.fastq.gz,Human,Stomach,v2,0,150
GSE134520,SRR9713116,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/006/SRR9713116/SRR9713116_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/006/SRR9713116/SRR9713116_2.fastq.gz,Human,Stomach,v2,0,150
GSE134520,SRR9713117,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/007/SRR9713117/SRR9713117_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/007/SRR9713117/SRR9713117_2.fastq.gz,Human,Stomach,v2,0,150
GSE134520,SRR9713118,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/008/SRR9713118/SRR9713118_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/008/SRR9713118/SRR9713118_2.fastq.gz,Human,Stomach,v2,0,150
GSE134520,SRR9713119,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/009/SRR9713119/SRR9713119_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/009/SRR9713119/SRR9713119_2.fastq.gz,Human,Stomach,v2,0,150
GSE134520,SRR9713120,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/000/SRR9713120/SRR9713120_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/000/SRR9713120/SRR9713120_2.fastq.gz,Human,Stomach,v2,0,150
GSE134520,SRR9713121,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/001/SRR9713121/SRR9713121_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/001/SRR9713121/SRR9713121_2.fastq.gz,Human,Stomach,v2,0,150
GSE134520,SRR9713122,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/002/SRR9713122/SRR9713122_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/002/SRR9713122/SRR9713122_2.fastq.gz,Human,Stomach,v2,0,150
GSE134520,SRR9713123,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/003/SRR9713123/SRR9713123_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/003/SRR9713123/SRR9713123_2.fastq.gz,Human,Stomach,v2,0,150
GSE134520,SRR9713124,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/004/SRR9713124/SRR9713124_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/004/SRR9713124/SRR9713124_2.fastq.gz,Human,Stomach,v2,0,150
GSE134520,SRR9713125,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/005/SRR9713125/SRR9713125_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/005/SRR9713125/SRR9713125_2.fastq.gz,Human,Stomach,v2,0,150
GSE134520,SRR9713126,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/006/SRR9713126/SRR9713126_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/006/SRR9713126/SRR9713126_2.fastq.gz,Human,Stomach,v2,0,150
GSE134520,SRR9713127,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/007/SRR9713127/SRR9713127_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/007/SRR9713127/SRR9713127_2.fastq.gz,Human,Stomach,v2,0,150
GSE134520,SRR9713128,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/008/SRR9713128/SRR9713128_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/008/SRR9713128/SRR9713128_2.fastq.gz,Human,Stomach,v2,0,150
GSE134520,SRR9713129,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/009/SRR9713129/SRR9713129_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/009/SRR9713129/SRR9713129_2.fastq.gz,Human,Stomach,v2,0,150
GSE134520,SRR9713130,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/000/SRR9713130/SRR9713130_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/000/SRR9713130/SRR9713130_2.fastq.gz,Human,Stomach,v2,0,150
GSE134520,SRR9713131,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/001/SRR9713131/SRR9713131.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/001/SRR9713131/SRR9713131.fastq.gz,Human,Stomach,v2,1,150
GSE134520,SRR9713132,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/002/SRR9713132/SRR9713132_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/002/SRR9713132/SRR9713132_2.fastq.gz,Human,Stomach,v2,0,150
GSE134520,SRR9713133,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/003/SRR9713133/SRR9713133_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/003/SRR9713133/SRR9713133_2.fastq.gz,Human,Stomach,v2,0,150
GSE134520,SRR9713134,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/004/SRR9713134/SRR9713134_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/004/SRR9713134/SRR9713134_2.fastq.gz,Human,Stomach,v2,0,150
GSE134520,SRR9713135,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/005/SRR9713135/SRR9713135_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/005/SRR9713135/SRR9713135_2.fastq.gz,Human,Stomach,v2,0,150
GSE134520,SRR9713136,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/006/SRR9713136/SRR9713136_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/006/SRR9713136/SRR9713136_2.fastq.gz,Human,Stomach,v2,0,150
GSE134520,SRR9713137,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/007/SRR9713137/SRR9713137_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/007/SRR9713137/SRR9713137_2.fastq.gz,Human,Stomach,v2,0,150
GSE134520,SRR9713138,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/008/SRR9713138/SRR9713138_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/008/SRR9713138/SRR9713138_2.fastq.gz,Human,Stomach,v2,0,150
GSE134520,SRR9713139,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/009/SRR9713139/SRR9713139_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/009/SRR9713139/SRR9713139_2.fastq.gz,Human,Stomach,v2,0,150
GSE134520,SRR9713140,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/000/SRR9713140/SRR9713140_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/000/SRR9713140/SRR9713140_2.fastq.gz,Human,Stomach,v2,0,150
GSE134520,SRR9713141,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/001/SRR9713141/SRR9713141_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/001/SRR9713141/SRR9713141_2.fastq.gz,Human,Stomach,v2,0,150
GSE134520,SRR9713142,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/002/SRR9713142/SRR9713142_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/002/SRR9713142/SRR9713142_2.fastq.gz,Human,Stomach,v2,0,150
GSE134520,SRR9713143,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/003/SRR9713143/SRR9713143_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/003/SRR9713143/SRR9713143_2.fastq.gz,Human,Stomach,v2,0,150
GSE134520,SRR9713144,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/004/SRR9713144/SRR9713144_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/004/SRR9713144/SRR9713144_2.fastq.gz,Human,Stomach,v2,0,150
GSE134520,SRR9713145,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/005/SRR9713145/SRR9713145_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/005/SRR9713145/SRR9713145_2.fastq.gz,Human,Stomach,v2,0,150
GSE134520,SRR9713146,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/006/SRR9713146/SRR9713146_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/006/SRR9713146/SRR9713146_2.fastq.gz,Human,Stomach,v2,0,150
GSE134520,SRR9713147,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/007/SRR9713147/SRR9713147_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/007/SRR9713147/SRR9713147_2.fastq.gz,Human,Stomach,v2,0,150
GSE134520,SRR9713148,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/008/SRR9713148/SRR9713148_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/008/SRR9713148/SRR9713148_2.fastq.gz,Human,Stomach,v2,0,150
GSE134520,SRR9713149,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/009/SRR9713149/SRR9713149_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/009/SRR9713149/SRR9713149_2.fastq.gz,Human,Stomach,v2,0,150
GSE134520,SRR9713150,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/000/SRR9713150/SRR9713150_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/000/SRR9713150/SRR9713150_2.fastq.gz,Human,Stomach,v2,0,150
GSE134520,SRR9713151,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/001/SRR9713151/SRR9713151_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/001/SRR9713151/SRR9713151_2.fastq.gz,Human,Stomach,v2,0,150
GSE134520,SRR9713152,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/002/SRR9713152/SRR9713152_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/002/SRR9713152/SRR9713152_2.fastq.gz,Human,Stomach,v2,0,150
GSE134520,SRR9713153,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/003/SRR9713153/SRR9713153_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/003/SRR9713153/SRR9713153_2.fastq.gz,Human,Stomach,v2,0,150
GSE134520,SRR9713154,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/004/SRR9713154/SRR9713154_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/004/SRR9713154/SRR9713154_2.fastq.gz,Human,Stomach,v2,0,150
GSE134520,SRR9713155,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/005/SRR9713155/SRR9713155_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/005/SRR9713155/SRR9713155_2.fastq.gz,Human,Stomach,v2,0,150
GSE134520,SRR9713156,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/006/SRR9713156/SRR9713156_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/006/SRR9713156/SRR9713156_2.fastq.gz,Human,Stomach,v2,0,150
GSE134520,SRR9713157,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/007/SRR9713157/SRR9713157_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/007/SRR9713157/SRR9713157_2.fastq.gz,Human,Stomach,v2,0,150
GSE134520,SRR9713158,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/008/SRR9713158/SRR9713158_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/008/SRR9713158/SRR9713158_2.fastq.gz,Human,Stomach,v2,0,150
GSE134520,SRR9713159,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/009/SRR9713159/SRR9713159_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/009/SRR9713159/SRR9713159_2.fastq.gz,Human,Stomach,v2,0,150
GSE134520,SRR9713160,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/000/SRR9713160/SRR9713160_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/000/SRR9713160/SRR9713160_2.fastq.gz,Human,Stomach,v2,0,150
GSE134520,SRR9713161,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/001/SRR9713161/SRR9713161_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/001/SRR9713161/SRR9713161_2.fastq.gz,Human,Stomach,v2,0,150
GSE134520,SRR9713162,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/002/SRR9713162/SRR9713162_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/002/SRR9713162/SRR9713162_2.fastq.gz,Human,Stomach,v2,0,150
GSE134520,SRR9713163,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/003/SRR9713163/SRR9713163_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR971/003/SRR9713163/SRR9713163_2.fastq.gz,Human,Stomach,v2,0,150
GSE131736,SRR9117957,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR911/007/SRR9117957/SRR9117957_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR911/007/SRR9117957/SRR9117957_2.fastq.gz,Human,Retina, ,0,75
GSE131736,SRR9117975,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR911/005/SRR9117975/SRR9117975_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR911/005/SRR9117975/SRR9117975_2.fastq.gz,Human,Retina, ,0,150
GSE131736,SRR9117976,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR911/006/SRR9117976/SRR9117976_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR911/006/SRR9117976/SRR9117976_2.fastq.gz,Human,Retina, ,0,150
GSE108291,SRR6494010,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/000/SRR6494010/SRR6494010_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/000/SRR6494010/SRR6494010_2.fastq.gz,Mus musculus,E18.5 kidney 1,v2,0,100
GSE108291,SRR6494011,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/001/SRR6494011/SRR6494011_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/001/SRR6494011/SRR6494011_2.fastq.gz,Mus musculus,E18.5 kidney 1,v2,0,100
GSE108291,SRR6494012,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/002/SRR6494012/SRR6494012_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/002/SRR6494012/SRR6494012_2.fastq.gz,Mus musculus,E18.5 kidney 1,v2,0,100
GSE108291,SRR6494013,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/003/SRR6494013/SRR6494013_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/003/SRR6494013/SRR6494013_2.fastq.gz,Mus musculus,E18.5 kidney 1,v2,0,100
GSE108291,SRR6494014,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/004/SRR6494014/SRR6494014_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/004/SRR6494014/SRR6494014_2.fastq.gz,Mus musculus,E18.5 kidney 2,v2,0,100
GSE108291,SRR6494015,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/005/SRR6494015/SRR6494015_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/005/SRR6494015/SRR6494015_2.fastq.gz,Mus musculus,E18.5 kidney 2,v2,0,100
GSE108291,SRR6494016,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/006/SRR6494016/SRR6494016_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/006/SRR6494016/SRR6494016_2.fastq.gz,Mus musculus,E18.5 kidney 2,v2,0,100
GSE108291,SRR6494017,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/007/SRR6494017/SRR6494017_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/007/SRR6494017/SRR6494017_2.fastq.gz,Mus musculus,E18.5 kidney 2,v2,0,100
GSE108291,SRR6494018,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/008/SRR6494018/SRR6494018_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/008/SRR6494018/SRR6494018_2.fastq.gz,Mus musculus,E18.5 kidney 3,v2,0,100
GSE108291,SRR6494019,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/009/SRR6494019/SRR6494019_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/009/SRR6494019/SRR6494019_2.fastq.gz,Mus musculus,E18.5 kidney 3,v2,0,100
GSE108291,SRR6494020,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/000/SRR6494020/SRR6494020_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/000/SRR6494020/SRR6494020_2.fastq.gz,Mus musculus,E18.5 kidney 3,v2,0,100
GSE108291,SRR6494021,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/001/SRR6494021/SRR6494021_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/001/SRR6494021/SRR6494021_2.fastq.gz,Mus musculus,E18.5 kidney 3,v2,0,100
GSE108291,SRR6494022,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/002/SRR6494022/SRR6494022_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/002/SRR6494022/SRR6494022_2.fastq.gz,Homo sapiens,Organoid 1,v2,0,100
GSE108291,SRR6494023,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/003/SRR6494023/SRR6494023_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/003/SRR6494023/SRR6494023_2.fastq.gz,Homo sapiens,Organoid 1,v2,0,100
GSE108291,SRR6494024,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/004/SRR6494024/SRR6494024_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/004/SRR6494024/SRR6494024_2.fastq.gz,Homo sapiens,Organoid 1,v2,0,100
GSE108291,SRR6494025,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/005/SRR6494025/SRR6494025_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/005/SRR6494025/SRR6494025_2.fastq.gz,Homo sapiens,Organoid 1,v2,0,100
GSE108291,SRR6494026,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/006/SRR6494026/SRR6494026_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/006/SRR6494026/SRR6494026_2.fastq.gz,Homo sapiens,Organoid 2,v2,0,100
GSE108291,SRR6494027,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/007/SRR6494027/SRR6494027_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/007/SRR6494027/SRR6494027_2.fastq.gz,Homo sapiens,Organoid 2,v2,0,100
GSE108291,SRR6494028,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/008/SRR6494028/SRR6494028_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/008/SRR6494028/SRR6494028_2.fastq.gz,Homo sapiens,Organoid 2,v2,0,100
GSE108291,SRR6494029,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/009/SRR6494029/SRR6494029_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/009/SRR6494029/SRR6494029_2.fastq.gz,Homo sapiens,Organoid 2,v2,0,100
GSE108291,SRR6494030,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/000/SRR6494030/SRR6494030_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/000/SRR6494030/SRR6494030_2.fastq.gz,Homo sapiens,Organoid 3,v2,0,100
GSE108291,SRR6494031,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/001/SRR6494031/SRR6494031_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/001/SRR6494031/SRR6494031_2.fastq.gz,Homo sapiens,Organoid 3,v2,0,100
GSE108291,SRR6494032,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/002/SRR6494032/SRR6494032_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/002/SRR6494032/SRR6494032_2.fastq.gz,Homo sapiens,Organoid 3,v2,0,100
GSE108291,SRR6494033,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/003/SRR6494033/SRR6494033_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/003/SRR6494033/SRR6494033_2.fastq.gz,Homo sapiens,Organoid 3,v2,0,100
GSE108291,SRR7195071,ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7195071/SRR7195071_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7195071/SRR7195071_2.fastq.gz,Homo sapiens,Organoid 4,v2,0,100
GSE122743,SRR8210368,ftp.sra.ebi.ac.uk/vol1/fastq/SRR821/008/SRR8210368/SRR8210368_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR821/008/SRR8210368/SRR8210368_2.fastq.gz,Homo sapiens,MCF7_RM,v2,0,75
GSE122743,SRR8210369,ftp.sra.ebi.ac.uk/vol1/fastq/SRR821/009/SRR8210369/SRR8210369_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR821/009/SRR8210369/SRR8210369_2.fastq.gz,Homo sapiens,MCF7_RM_CD44L,v2,0,75
GSE122743,SRR8210370,ftp.sra.ebi.ac.uk/vol1/fastq/SRR821/000/SRR8210370/SRR8210370_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR821/000/SRR8210370/SRR8210370_2.fastq.gz,Homo sapiens,MCF7_RM_CD44L,v2,0,75
GSE122743,SRR8210371,ftp.sra.ebi.ac.uk/vol1/fastq/SRR821/001/SRR8210371/SRR8210371_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR821/001/SRR8210371/SRR8210371_2.fastq.gz,Homo sapiens,MCF7_RM_CD44L,v2,0,75
GSE122743,SRR8210372,ftp.sra.ebi.ac.uk/vol1/fastq/SRR821/002/SRR8210372/SRR8210372_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR821/002/SRR8210372/SRR8210372_2.fastq.gz,Homo sapiens,MCF7_RM_CD44H,v2,0,75
GSE122743,SRR8210373,ftp.sra.ebi.ac.uk/vol1/fastq/SRR821/003/SRR8210373/SRR8210373_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR821/003/SRR8210373/SRR8210373_2.fastq.gz,Homo sapiens,MCF7_WM2d_CD44L,v2,0,75
GSE122743,SRR8210374,ftp.sra.ebi.ac.uk/vol1/fastq/SRR821/004/SRR8210374/SRR8210374_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR821/004/SRR8210374/SRR8210374_2.fastq.gz,Homo sapiens,MCF7_WM2d_CD44H,v2,0,75
GSE122743,SRR8210375,ftp.sra.ebi.ac.uk/vol1/fastq/SRR821/005/SRR8210375/SRR8210375_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR821/005/SRR8210375/SRR8210375_2.fastq.gz,Homo sapiens,MCF7_WM2d_CD44H,v2,0,75
GSE122743,SRR8210376,ftp.sra.ebi.ac.uk/vol1/fastq/SRR821/006/SRR8210376/SRR8210376_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR821/006/SRR8210376/SRR8210376_2.fastq.gz,Homo sapiens,MCF7_WM2d_CD44H,v2,0,75
GSE122743,SRR8210377,ftp.sra.ebi.ac.uk/vol1/fastq/SRR821/007/SRR8210377/SRR8210377_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR821/007/SRR8210377/SRR8210377_2.fastq.gz,Homo sapiens,MCF7_WM4d_CD44L,v2,0,75
GSE122743,SRR8210378,ftp.sra.ebi.ac.uk/vol1/fastq/SRR821/008/SRR8210378/SRR8210378_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR821/008/SRR8210378/SRR8210378_2.fastq.gz,Homo sapiens,MCF7_WM4d_CD44H,v2,0,75
